gif_name	question	a1	a2	a3	a4	a5	answer	vid_id	key
tumblr_mke59kwRLe1r2d8m6o1_500	What does the girl do 6 times ?	step backward	walk	open mouth	swim at fish	crawl like a cat on the floor	1	ACTION21445	94349
tumblr_nbx2mpDUNW1tc9ijco1_500	What does the girl do 5 times ?	shake head	rub bed sheet	kiss guys	nod head	gesture	2	ACTION21446	94353
tumblr_ncb44sw76I1tuonyvo1_r1_250	What does the man in black shirt do 10 or more than 10 times ?	raise eyebrows	touch hair	step	spin ball	fix hair	2	ACTION21447	94357
tumblr_nbpbeeUuJP1tlxat4o1_500	What does the man do 3 times ?	shake hip	blink eyes	nod head	bounce	touch neck	1	ACTION21448	94368
tumblr_n8pydxH7BU1tg5klqo1_500	What does the woman do 2 times ?	move head	bounce	step	open mouth	strike keyboard	0	ACTION21449	94370
tumblr_nb93kaDNdP1tnbcjno1_500	What does the woman do 3 times ?	touch face	peddle feet	step stage	raise left arm	spin	2	ACTION21450	94384
tumblr_n8d1hw1VMo1sjnor0o1_500	What does the man do 6 times ?	step	shake hands	rub cat	bite a banana	scratch head	4	ACTION21451	94385
tumblr_nom9hjB0Cz1t656mbo1_500	What does the boy in white sweater do 2 times ?	open mouth	step	bounce	move knees	strike keyboard	3	ACTION21452	94387
tumblr_nckgb3xMXj1s1lrw9o1_500	What does the man/woman do 2 times ?	gesture with both hands	shake head	blink eye	nod head	kiss	4	ACTION21453	94388
tumblr_nf51crTus21sjvm4do1_250	What do the candles do 10 or more than 10 times ?	scratch snout	shake head	burn	wipe paw of the monkey	blink eyes	2	ACTION21454	94390
tumblr_nacn8fCVNO1thu8f3o1_500	What does the panda do 3 times ?	move head	step	bounce	open mouth	strike keyboard	0	ACTION21455	94392
tumblr_nfxy6cim0Y1tscorso1_500	What does the person on right do 2 times ?	blink	nod head	shake hips	bounce ball	touch hair	0	ACTION21456	94397
tumblr_nrjtopbzdO1rkbhd7o1_500	What does the man do 3 times ?	raise eyebrows	step	shimmy shoulder	walk silly	take steps	4	ACTION21457	94410
tumblr_n95swgNBc71tqreplo1_250	What does the woman do 2 times ?	snap fingers	shake head	twist head	bite bear hat	blink	0	ACTION21458	94423
tumblr_njo3r7vyjd1slbvh9o1_500	What does the man do 8 times ?	twist arms	kick legs out	wave shirt around	step back	drum	4	ACTION21459	94426
tumblr_nonxb8AGmt1stvtcpo1_500	What does the woman do 3 times ?	pounce others	chew table food	shake head	twist head	rub fingers	4	ACTION21460	94437
tumblr_novwm9gvI41uvkzyqo1_500	What does the woman do 8 times ?	touch hair	tip toe	step	bite a dog	sway head	1	ACTION21461	94447
tumblr_mfsz0dsAhp1r8dlzto1_500	What does the can do 2 times ?	swing arms	clap	gesture come here with hand	bounce body	blink eyes	1	ACTION21462	94448
tumblr_nhz9ehz2mK1tn6krio1_500	What does the boy do 3 times ?	clap hands	shake head	spin	touch hair	blink	1	ACTION21463	94456
tumblr_no9756qqBH1txzba3o1_500	What do the boys do 3 times ?	wiggle fingers	swirl finger	nod head	dab face	tumble body	0	ACTION21464	94457
tumblr_mz5m3rPp3B1stl9ugo1_500	What does the man do 2 times ?	wipe eye	shake hips	blink	brush one cheek	fix shirt	0	ACTION21465	94465
tumblr_nbd09fVIRh1qefpsho1_500	What does the woman do 2 times ?	step back	shake hand	wave flags in both hands	spin	bounce body	3	ACTION21466	94471
tumblr_ndg7hagFaL1s4y4auo1_500	What does the man do 3 times ?	shake head	clap hands	touch hair	blink	hug	0	ACTION21467	94472
tumblr_npcto9llWY1un7teyo1_500	What does the man do 2 times ?	blink	shake hips	wipe eye	rub bed sheet	touch neck	2	ACTION21468	94473
tumblr_mbxs7pRZL51rn4djmo1_500	What does the man do 2 times ?	step	stomp feet	swing arm	stroke hair	spin	3	ACTION21469	94478
tumblr_nbcd0082VW1rtb6nno1_500	What does the woman do 2 times ?	thumb up	rub nipples	pad a cat	lick dogs face	scroll the touchpad	0	ACTION21470	94481
tumblr_nrjozuIWap1uy1tlvo1_500	What does the man do 2 times ?	fix shirt	blink	shake hip	brush mans face	wipe tears	4	ACTION21471	94483
tumblr_nof1ucF8M81tqx1yho1_400	What does the man do 3 times ?	step	shuffle feet	tilt head	nod head	strum guitar	4	ACTION21472	94489
tumblr_n9n2luzrLw1tdjuqvo1_400	What does the dog on the front row do 4 times ?	run	hit hand with paw	walk a room	spin arm	ride rail	0	ACTION21473	94502
tumblr_npw3iyqg8L1siem3jo1_400	What does the car do 2 times ?	undulate arm	drift	wag tail	sway head	bob head	1	ACTION21474	94503
tumblr_njdeg5VbTs1u4o5duo1_1280	What does the man do 2 times ?	turn body	step	touch shoulder	spin	raise left elbow	0	ACTION21475	94504
tumblr_n5bs8nk5yl1sqosabo1_400	What does the man do 4 times ?	step feet	touch face	raise eyebrow	spin	fix hair	0	ACTION21476	94506
tumblr_njy5c7V35u1u2d9ago1_400	What does the man do 2 times ?	spin	spray	pump arms	lift a mans hat up	swing arm	2	ACTION21477	94509
tumblr_noy291YaMD1sowe88o1_400	What does the man do 3 times ?	raise eyebrow	touch face	step feet	spin	wiggle nose	2	ACTION21478	94518
tumblr_nbu6fcS1tp1rttdbeo1_400	What does the baby do 3 times ?	turn head	step	touch hair	spin	raise eyebrows	0	ACTION21479	94519
tumblr_nplpu6H9EA1uvgkcio1_500	What does the person do 2 times ?	bounce	hit ice	shake hips	step	swing stick	4	ACTION21480	94529
tumblr_mtuvuxvMTG1qee466o1_400	What does the man in white tank top do 3 times ?	bounce	kick air	hit ground	fire cannons	shoot a clerk	4	ACTION21481	94541
tumblr_nq7mooRHwH1txrryyo1_1280	What does the hummingbird do 10 or more than 10 times ?	paw air	strum guitar	flap wings	twirl body	sway head	2	ACTION21482	94546
tumblr_naj08a7L3M1tjsmubo1_500	What does the man do 3 times ?	hit fry pan	swing arm	blink	wave fingers	touch head	3	ACTION21483	94548
tumblr_nbmve4ewWM1s6p6b9o1_1280	What does the woman do 3 times ?	wave flags in both hands	shake hand	bounce body	spin	step back	3	ACTION21484	94557
tumblr_nfm4aygNUz1r3kmkso1_1280	What does the bus do 2 times ?	bounce	kick leg	blink eyes	shake hand	bang head	0	ACTION21485	94559
tumblr_nf0mjkGQaT1rmq95do1_1280	What does the person do 4 times ?	scratch snout	spin	step	slide finger across phone	bounce	3	ACTION21486	94567
tumblr_nqg7cb5CBZ1s71nvbo1_1280	What does the man do 3 times ?	eat food	walk to side	chew	bite fingernail	sway head	0	ACTION21487	94571
tumblr_n917tlS8rl1s45rvdo1_500	What does the woman do 2 times ?	step	swing arm	stroke arms	gallop	spin	2	ACTION21488	94581
tumblr_noanw6TnqY1un86uao1_500	What does the paper on the table do 4 times ?	touch chest	step feet	turn	spin on toes	raise eyebrows	2	ACTION21489	94583
tumblr_nnkgiuZZhn1un86uao1_500	What do the hands do 6 times ?	move white clay	step	bounce	open hands	strike keyboard	0	ACTION21490	94584
tumblr_nc24woEVmD1s6w6foo1_500	What does the person on center do 6 times ?	sway	sashay	shuffle feet	nod head	step feet	0	ACTION21491	94585
tumblr_n8rw3v6CM61s3att3o1_500	What does the plane wing do 2 times ?	open mouth	hit friend	step	release steam	touch face	3	ACTION21492	94586
tumblr_ncjvofDU1E1t1o9tno1_500	What does the squid robot do 3 times ?	walk to side	swim	lap water	crawl like a cat on the floor	swing arms	1	ACTION21493	94588
tumblr_nm7ahogIUo1s377s5o1_500	What does the man do 2 times ?	bounce	nod head	shake hip	blink eyes	touch neck	3	ACTION21494	94592
tumblr_nobo4qSmYf1trbdg0o1_500	What does the man do 3 times ?	thrust hips	mess hair	tumble body	scratch finger	shake fist	1	ACTION21495	94593
tumblr_ne5jug1edM1sht3fmo1_500	What does the woman do 2 times ?	fix hair	step	paw air	skip legs	blink	3	ACTION21496	94599
tumblr_mczkq3xfZ71qzi80do1_r4_500	What does the woman do 3 times ?	nod head	blink	shake finger	kiss	touch hair	0	ACTION21497	94603
tumblr_moq4lx56ox1r7pu4yo1_r1_500	What does the man do 2 times ?	shake shoulder	kiss woman	rub soap to arm	nod head	gesture	1	ACTION21498	94606
tumblr_n1yyyzFaTb1tsdoico1_500	What does the ballerina do 2 times ?	raise en pointe	step	lift cigarette	hit phone	fold fingers	0	ACTION21499	94608
tumblr_nmsnczzPKE1s3lkzpo1_500	What does the man do 2 times ?	bounce	hit cat	swing arms	spin	shake finger	2	ACTION21500	94614
tumblr_ng18v4iOw91u4hyr2o1_500	What does the woman on left do 7 times ?	gesture	shake hips	swing arms	lick a lamb	clap hand	4	ACTION21501	94617
tumblr_lzkbdsC14p1r1iaulo1_500	What does the woman do 5 times ?	wag tail	applaud	pat arm	nod head	thrust hips	4	ACTION21502	94618
tumblr_nkmlhcqHNO1uod22po1_500	What does the man do 3 times ?	rub cat	shake head	clap hands	touch hair	blink	1	ACTION21503	94643
tumblr_n65chvSICy1sgas5qo1_500	What does the girl do 2 times ?	step	lift arm	raise a fist	bounce	fold fingers	1	ACTION21504	94644
tumblr_nag2vziX7H1rawraqo1_500	What does the man do 2 times ?	blink	swing arm	spin	wave fingers	bounce	3	ACTION21505	94649
tumblr_n97oi9Tc851tadlfeo1_500	What does the man do 2 times ?	touch hair	clap hand	spin	shake both hands	blink	3	ACTION21506	94653
tumblr_ne4w1ezMid1u250l0o1_500	What does the man in striped shirt do 7 times ?	spin body	bounce arms	jump	kick leg	step feet	2	ACTION21507	94654
tumblr_nc5pof4sex1tm39w8o1_500	What does the small panda bear do 2 times ?	shake hips	lick	bite large panda bear	twist hips	kiss	2	ACTION21508	94658
tumblr_net4yrzAPb1qkwe0oo1_500	What does the dancer do 2 times ?	spin ball	touch hair	raise eyebrows	step	fix hair	3	ACTION21509	94666
tumblr_nf8s0rl3vi1so54b3o1_500	What does the woman do 2 times ?	scream	shake hips	wave branches	shock	recoil	3	ACTION21510	94667
tumblr_na69qdPQUW1qflx9wo1_500	What does the woman do 3 times ?	touch hair	clap hands	bounce	shake head	blink	3	ACTION21511	94669
tumblr_na85ztXPj71st6smgo1_500	What does the woman do 3 times ?	shake hand	spin	bounce body	wave flags in both hands	step back	1	ACTION21512	94670
tumblr_n980z9d3tR1s66hq2o1_500	What does the man do 2 times ?	raise eyebrows	step	lower hands	open mouth	extend arm	4	ACTION21513	94675
tumblr_ni1ho8m4HQ1slj978o1_500	What does the person do 4 times ?	raise eyebrow	push snow	bob head	step	press key with fingers	1	ACTION21514	94681
tumblr_lkkipqqeoc1qa7tfso1_500	What does the person on right do 2 times ?	spin	step	touch hair	turn head	flare nose	3	ACTION21515	94687
tumblr_nozu3gh6bq1uva9gvo1_500	What does the woman do 4 times ?	touch hair	step	raise eyebrows	flick tongue	bob head	1	ACTION21516	94709
tumblr_npmyfvwRYo1tyncywo1_500	What does the dog do 2 times ?	shake hands	lick bunny	chew	bang head	scratch face	1	ACTION21517	94710
tumblr_m58zmrdxAl1rxscuyo1_500	What does the rabbit do 4 times ?	shake hips	blink	wipe face	brush another person's hair	fix shirt	2	ACTION21518	94718
tumblr_nho8f0CvvK1u7yu54o1_500	What does the man do 3 times ?	scratch wall	shake hips	chew	hug man	cough	2	ACTION21519	94719
tumblr_nemjcm5SMa1rrjbeno1_1280	What does the girl on the right do 2 times ?	tap puck with stick	gesture	touch hair	scratch finger	comb hair	2	ACTION21520	94721
tumblr_nm79o0c8PD1qbck5fo1_540	What does the woman do 4 times ?	sway hips	nod head	bobble head	step	pule hair	0	ACTION21521	94726
tumblr_nojptfq10h1ti35kvo1_540	What does the woman do 3 times ?	clap hands	spin	shake head	touch hair	blink	2	ACTION21522	94733
tumblr_nh0urgdpmg1tllcx5o1_1280	What does the boy do 2 times ?	wave	spin girl	shake hand	swing arm	step	1	ACTION21523	94734
tumblr_nguf8ohPJT1slj978o1_400	What does the dog do 3 times ?	spin on couch	wave paw	step	shake hand	press teeth	0	ACTION21524	94735
tumblr_n8pz5cuKSX1r5wawpo1_500	What does the woman do 4 times ?	touch hair	step	raise eyebrows	spin ball	fix hair	1	ACTION21525	94748
tumblr_n9ql3bwnnX1tpb3fho1_250	What does the woman do 6 times ?	move left arm	centrifuge man	step	bounce	open mouth	0	ACTION21526	94754
tumblr_nd8louE8Z51rjzk8ro1_250	What does the woman do 10 or more than 10 times ?	touch hair	step	raise eyebrows	spin ball	fix hair	1	ACTION21527	94755
tumblr_n9a45gL1T41sqhuc6o4_250	What does the man in black do 3 times ?	kiss	nod head	shake finger	touch hair	twist hips	1	ACTION21528	94759
tumblr_np1asz5YFu1tq70d5o1_250	What does the man with a sleeveless shirt do 2 times ?	shake hands	hit ground	punch man in a bat costume	bite air	tap ground	2	ACTION21529	94764
tumblr_ng4kd4q4G21u4w2qpo1_400	What does the drum set do 10 or more than 10 times ?	raise left elbow	step	open mouth	change colors	blink	3	ACTION21530	94784
tumblr_n9eqaaZm1b1ql5mj8o1_400	What does the person do 3 times ?	nod head	blink eyes	shake hip	bounce	touch neck	1	ACTION21531	94786
tumblr_nplnvkBnMl1uxjaooo1_400	What does the man do 6 times ?	dance	step	hit cat	shake finger	swing arms	4	ACTION21532	94787
tumblr_nplqb5otdV1qm3rsfo1_400	What does the electricity do 2 times ?	fire a gun	strike	kick feet out	hit piano keys	raise eyebrows	1	ACTION21533	94788
tumblr_nc1o7nD68n1tz9jaqo1_400	What does the man in samurai armor do 10 or more than 10 times ?	bounce soccer ball	swing arms	kick feet out	blink	shake hips	0	ACTION21534	94790
tumblr_npvx1a4K5l1sgrei5o1_400	What does the woman do 2 times ?	stroke man	sway head	swing arms	step	spin	0	ACTION21535	94801
tumblr_nd4o1rAJ0s1tz9jaqo1_400	What does the man do 6 times ?	hit man	shake hips	twist body	bounce	kick ball	4	ACTION21536	94802
tumblr_ncqm835SkR1tlg9udo1_1280	What does the cat on background do 3 times ?	chew	scratch butt	lick chair	wipe paw of the monkey	bite a dog	2	ACTION21537	94803
tumblr_nkx3ovjKmp1un7qbto1_400	What does the kitten do 4 times ?	tap floor	step	shake hand	open hands	twist hands	0	ACTION21538	94804
tumblr_nda682OJ8b1tz9jaqo1_400	What do the man who wear a red shoes do 3 times ?	swing arm	clap hands	shake hips	gesture	sing	1	ACTION21539	94805
tumblr_npyaw80iHB1sbmryxo1_400	What does the woman with a yellow jersey do 5 times ?	shake hips	scratch face	tap something	touch soccer ball	step	3	ACTION21540	94806
tumblr_nbryouCwbo1rpqr23o1_400	What does the man do 2 times ?	wag tail	gag	somersault	nod head	step back	2	ACTION21541	94808
tumblr_navy6hxTsh1tp3ejwo1_500	What do the man with a white shoes do 5 times ?	kick soccer ball	shake hips	hit man	twist hips	bounce	0	ACTION21542	94812
tumblr_n1sg88srYk1qkzl7oo1_500	What does the man do 2 times ?	kiss woman	shake shoulder	nod head	gesture	blink	0	ACTION21543	94825
tumblr_n8rbr134Tr1qaorn7o1_400	What does the man with a red jersey do 2 times ?	twist head	shake head	hit man	bounce	kick soccerball	4	ACTION21544	94827
tumblr_nh3i18mwbP1sc4d8io1_400	What does the woman on right do 2 times ?	pat back of the man on the left	scrape ground	jab hands	nod head	wiggle nose	0	ACTION21545	94832
tumblr_nqzk5ynTVi1syu0ovo1_400	What does the woman on left do 2 times ?	rub cat	clap hands	shake finger	spin	scratch belly	2	ACTION21546	94833
tumblr_nhrljelvZA1qbpuddo1_500	What does the woman do 3 times ?	shrug shoulders	swing arm	fork their food	bend fingers	fold waist	3	ACTION21547	94838
tumblr_ngg1lkfPsC1u1gvh2o1_400	What does the child do 2 times ?	blow kiss	nuzzle owl	bounce	kiss woman's cheek	bang heads	0	ACTION21548	94840
tumblr_ni0mrhhy7K1t68nnmo1_500	What does the man do 2 times ?	flap wings	open mouth	wiggle nose	gallop	air-drawing	4	ACTION21549	94842
tumblr_nhko8zssPg1rmfdh6o1_400	What does the woman do 2 times ?	bounce	hit cat	lick other cat	shake hips	slap stand	4	ACTION21550	94854
tumblr_nedh7pdTCU1shiv3ro1_500	What do the cats do 2 times ?	spin	pull bowl	lift left foot up	swing arms	step	1	ACTION21551	94861
tumblr_mdn521AFiL1rk8nfzo1_r1_500	What does the woman do 3 times ?	nod head	twirl body	tumble body	groom arm of man on left	step	2	ACTION21552	94869
tumblr_nf01a2IjRU1tmcbnoo1_500	What does the teen do 6 times ?	bounce head	kick legs in air	shake finger	blink	bang drums	0	ACTION21553	94872
tumblr_np3ipt4qW81qluqbto1_500	What does the woman with long hair do 4 times ?	shake hand	dance	clap hand	bounce hands	touch face	1	ACTION21554	94873
tumblr_naaje9jDs91tc3enzo1_500	What does the man in the jacket do 7 times ?	shake finger	step	swing arms	dance	play an instrument	2	ACTION21555	94879
tumblr_mfmjbblbU21rld93yo1_500	What does the man do 3 times ?	fold baloon	bend fingers	swing arm	twist head	beckon with fingers	1	ACTION21556	94881
tumblr_nbwo1qEID61rjqtkto1_500	What does the woman do 3 times ?	smooth hair	scratch shoulder	rub back	shave a boy	step	0	ACTION21557	94889
tumblr_nb93w590wK1tl27kpo1_500	What does the man do 2 times ?	blink	wipe face	shake hips	brush another man's hair	fix shirt	1	ACTION21558	94900
tumblr_nr5qcsKYnN1uay437o1_500	What does the man do 5 times ?	blink	swing arms	wave hand	step	hit man	2	ACTION21559	94916
tumblr_np2pi1gTs41uwlu98o1_500	What does the person do 2 times ?	step	shake hips	lean head left	swing arms	stack	2	ACTION21560	94917
tumblr_n92lmeEmjl1temiwgo1_r1_500	What does the man do 2 times ?	stride legs	thrust hips	nod head	wag finger	step	3	ACTION21561	94918
tumblr_noturjSC1o1uujn9fo1_500	What does the man do 6 times ?	pounce others	stomp on stage	nod head	bob head	shuffle feet	1	ACTION21562	94920
tumblr_ncviyaoANv1tfnl8io1_500	What does the man do 5 times ?	gesture	sing	swing arm	blink	clap hands	4	ACTION21563	94929
tumblr_nbrnwdMvTm1tlgr6uo1_500	What does the man do 3 times ?	wave pant legs	swing arm	spin	blink	hit key	0	ACTION21564	94946
tumblr_nh0akxKAit1t68nnmo1_500	What does the man wearing a hat do 3 times ?	swing arms	wave	wind toy	spin legs	blink eyes	1	ACTION21565	94952
tumblr_n98r0kxB941tbjfazo1_250	What does the white cat in hat do 2 times ?	step	turn head	touch hair	spin	raise eyebrows	1	ACTION21566	94960
tumblr_nbj8h2gzY91s7rcx8o1_500	What does the boy do 6 times ?	blink	swing arm	wave fingers	hit fry pan	touch head	2	ACTION21567	94972
tumblr_nbfykwNTsk1thtuu5o1_500	What does the woman do 6 times ?	kiss	shake hip	hug	smack cheeks	bounce	3	ACTION21568	94979
tumblr_nd589idafK1qkcg6io1_500	What does the girl do 2 times ?	shake body	clap hand	touch chin	blink	fluff hair	0	ACTION21569	94980
tumblr_mjwiawAXfL1qfswt3o1_500	What does the body on left do 2 times ?	clap hands	shake head	touch hair	scratch air	blink	1	ACTION21570	94986
tumblr_nfkfeyixYI1sqbefno1_500	What does the girl do 2 times ?	scratch bag	blink eyes	eye blink	bite woman	open mouth	2	ACTION21571	94988
tumblr_njeyj84vCQ1qghcqso1_500	What does the girl on right do 4 times ?	wave hand	swing arms	blink	hit man	touch hair	0	ACTION21572	94990
tumblr_n4u281baJl1rq63mco1_500	What does the woman do 2 times ?	twist body	kiss	blink	touch hair	nod head	4	ACTION21573	94992
tumblr_ncn6y0JJ5s1tjv1f0o1_500	What does the woman do 2 times ?	rub hands together	paint	touch head	remove objects	brush shoulder with hand	1	ACTION21574	94993
tumblr_ne7tmlNfxg1u2x791o1_500	What does the woman do 3 times ?	shake a suit	clap hand	rub back	touch cheek	blink	0	ACTION21575	94995
tumblr_nh9knoSdEP1u1qld9o1_500	What does the horse do 2 times ?	hit drums	jump	spin body	bounce arms	kick leg	1	ACTION21576	95011
tumblr_nc8wbovUrT1r6oiiao1_500	What does the man do 2 times ?	shake hips	tap cheek	punch	step	drink	1	ACTION21577	95014
tumblr_mj2jtdPRM51rdc7xko1_500	What does the man do 2 times ?	shake hands	step	scratch head	wipe a car	blink	2	ACTION21578	95016
tumblr_nhvn0tz2ji1u7l7ono1_500	What does the woman do 2 times ?	shake arms	rub nose on microphone	bite	chew grass	lick man's face	2	ACTION21579	95025
tumblr_nb71v0Ja7m1tkbp8ao1_500	What does the man do 3 times ?	bounce	step	move side to side	pant	open hands	2	ACTION21580	95026
tumblr_na3j7hWMdG1qdcli3o1_500	What does the man do 2 times ?	hit canvas	pat arm	step	lift woman	raise eyebrow	4	ACTION21581	95029
tumblr_n9zb26Nv351sxzuzio1_500	What does the male do 2 times ?	twist body	shake hips	chew	rub another males arm	hug	3	ACTION21582	95044
tumblr_nahvcpPg6N1thla19o1_500	What does the woman do 2 times ?	strike keyboard	step	bounce	open mouth	move arms	4	ACTION21583	95047
tumblr_njycexbNhJ1u3shvuo1_500	What does the man do 2 times ?	move arms	step	swipe window	bounce	shrug shoulders	0	ACTION21584	95052
tumblr_njq3a4D23i1tswxu9o1_500	What does the whale do 2 times ?	step	move tail	moonwalks	smear wall with a hand	bounce	1	ACTION21585	95058
tumblr_n95uks8XIR1thhlk6o1_500	What does the woman do 3 times ?	move fingers	step	bounce	open mouth	strike pipe	0	ACTION21586	95059
tumblr_n6o49vXWpB1sis3zno1_500	What does the person do 6 times ?	exhale smoke	nod head	headbutt soccerball	step	strum leg	4	ACTION21587	95064
tumblr_nb0nfumNmM1ry57n0o1_500	What does the woman do 2 times ?	touch hair	kiss girl	shake arms	blink eye	nod	4	ACTION21588	95077
tumblr_ng64jilXaf1rsj5fto1_500	What does the man do 6 times ?	arrange hair	step	raise eyebrow	touch hair	make swim motion with hands	4	ACTION21589	95093
tumblr_np32p09bSJ1urm2pio1_500	What does the person do 3 times ?	close mouth	walk	step	touch head	sway head	0	ACTION21590	95098
tumblr_nh6vp3thte1u6us3ko1_500	What does the woman do 3 times ?	wave hand	swing arms	blink	hit man	touch hair	0	ACTION21591	95103
tumblr_nqdnmhjveb1tfqo7yo1_500	What does the woman do 3 times ?	spin legs	swing arms	step backward	wave	blink eyes	3	ACTION21592	95111
tumblr_n91xyuH1RQ1roj9aco1_500	What does the man do 5 times ?	spin skateboard	nod head	bounce ball	touch hair	blink	4	ACTION21593	95117
tumblr_mm53lmA1161rtequ6o1_500	What does the man do 2 times ?	twist body	bounce	shake hips	kick ball	hit man	3	ACTION21594	95126
tumblr_mmnnzuytYa1spvh5lo1_500	What does the men do 10 or more than 10 times ?	bounce	hit with hip	kick legs in air	fire a gun	shoot guns	4	ACTION21595	95128
tumblr_no56r1xdok1u4akxho1_400	What does the man do 5 times ?	scratch snout	bite ice cream	punch boy in the white shirt	hit car	stab	4	ACTION21596	95133
tumblr_new90hOopZ1qlzevso1_400	What does the woman do 2 times ?	shake hip	clap hands	touch face	blink	hug	0	ACTION21597	95138
tumblr_nonirpcSaM1uuvxsao1_400	What does the man do 3 times ?	swing arm	hit other person	punch	shoot	spin	1	ACTION21598	95140
tumblr_npmzcl4KIo1t95h1uo1_400	What does the duck do 2 times ?	shoot basket	spin body	kick leg	jump	hit drums	3	ACTION21599	95148
tumblr_nbztnd8HxF1tw8vf9o1_400	What does the man do 2 times ?	shake arms	kick feet out	punch	hit a balloon with head	bite ice cream	2	ACTION21600	95160
tumblr_npxa9ikky31u146fdo1_400	What does the man do 2 times ?	stroke hair	swing arm	lower hand	step	spin	0	ACTION21601	95161
tumblr_nh47lge0s61stafvxo1_400	What does the woman do 2 times ?	touch hair	shake finger	kiss	blink	nod head	4	ACTION21602	95167
tumblr_naziufKBDJ1tk6cfmo1_400	What does the man do 3 times ?	punch	hit a puck	swing arm	kick floor	shoot exhaust	1	ACTION21603	95175
tumblr_nd81otV7ZO1rtwa6go1_400	What does the woman do 3 times ?	flip	shake hips	bounce body	scratch face	blink eyes	0	ACTION21604	95176
tumblr_nkpzdeNJSe1tmrv7go1_250	What does the woman do 10 or more than 10 times ?	hug	clap hands	touch hair	blink	shake head	4	ACTION21605	95178
tumblr_na0wm38K851t1bt3qo1_500	What does the man do 3 times ?	raise eyebrows	fold hand	step	lower arms	scratch butt	1	ACTION21606	95181
tumblr_ng7pmesR9C1tgetb4o1_400	What does the man do 2 times ?	open hands	press key with fingers	raise eyebrow	spin	push tv	4	ACTION21607	95185
tumblr_ngdcv1StOl1qjhszao1_400	What does the man do 10 or more than 10 times ?	twist spool	shake hips	spin	punch another man	swing arms	0	ACTION21608	95189
tumblr_nhbd1dD8Nv1u6fqhoo1_400	What does the person do 3 times ?	blink	step	swing arms	wave hand	hit man	3	ACTION21609	95192
tumblr_lssy0mPlqW1qb0dk0o1_400	What does the man in the center do 6 times ?	lick guy	shake head	blink eyes	clap	swing arms	3	ACTION21610	95197
tumblr_nhx1xxAPQF1u7f3sco1_400	What does the woman do 2 times ?	step back	shake hand	wave flags in both hands	bounce body	spin	4	ACTION21611	95198
tumblr_nqj827k8EU1uxv4ppo1_400	What does the man do 6 times ?	open mouth	step	bounce	move fist	strike drum	3	ACTION21612	95202
tumblr_mz2tygk10D1qbrivdo1_400	What does the man on the left do 2 times ?	step	back-flips	pat arm	open mouth	somersault counterwise	1	ACTION21613	95209
tumblr_nckwklab8q1s0318ho1_400	What does the woman do 2 times ?	shake hips	walk a runway	sit down	eat a spoonful of cereal	open mouth	2	ACTION21614	95211
tumblr_ndd8rsdtwx1tdmffyo1_400	What does the dolphin do 2 times ?	throw ball	bounce	swing arms	hit man	punch another man	0	ACTION21615	95214
tumblr_nfbvrbp5dV1u3ag2so1_500	What does the man do 2 times ?	tap cat on left	touch eyebrow	gesture	scratch bag	shake head	1	ACTION21616	95216
tumblr_nevosaypHg1tdjuqvo1_400	What do the man in red pants do 2 times ?	hit man	kick ball	shake hips	twist body	spin	1	ACTION21617	95220
tumblr_nhh0qwbtP31ti3494o1_1280	What does the man do 8 times ?	open mouth	step	dunk basketball	bounce	move arm	4	ACTION21618	95221
tumblr_nr4rkdgVIK1uwg5yyo1_540	What does the man do 3 times ?	step	rub cat	shake hands	wiggle nose	scratch head	4	ACTION21619	95222
tumblr_nfvq62Vz3Q1qk447xo1_1280	What does the puppy do 5 times ?	spin ball	touch hair	raise eyebrows	step	bob head	3	ACTION21620	95226
tumblr_nfzvdy0iqe1t0ydc3o1_1280	What does the man do 7 times ?	clap hands	shake head	touch hair	blink	spin	1	ACTION21621	95231
tumblr_nptsmn9cCE1tkj9elo1_540	What does the man with a black hat do 3 times ?	juggle balls	squirt toy	nod head	hula hoop on waist	bob head	4	ACTION21622	95233
tumblr_lqglipoSex1qhn0tvo1_500	What does the woman do 3 times ?	touch hair	bounce	clap hand	shake hands	blink	3	ACTION21623	95245
tumblr_ndxfnuH5en1s71zkfo1_500	What does the girl in jersey do 2 times ?	hit ping pong ball	step	lift body up and down on a bench	raise arms	squint eyes	3	ACTION21624	95250
tumblr_nl24g9F5A71upnv2jo1_500	What does the blue man do 6 times ?	touch cheek	step legs	raise eyebrow	sway head	spin	1	ACTION21625	95253
tumblr_nldzq3SvGp1tyaxzso1_400	What does the dog do 5 times ?	spin	touch face	raise eyebrows	dangle hand	step floor	4	ACTION21626	95255
tumblr_nrl3rtYqz11tz9jaqo1_500	What does the men do 2 times ?	wag tail	scratch chin	swing arms	slide field	rotate feet in and out	3	ACTION21627	95256
tumblr_npwdslypfp1rlbc16o1_540	What does the man do 4 times ?	step	touch hair	raise eyebrows	spin ball	sway head	0	ACTION21628	95257
tumblr_n9kwob64GH1tt3g2no1_500	What does the couple do 2 times ?	kiss	shake head	nod head	blink eye	gesture with both hands	0	ACTION21629	95260
tumblr_nk4hvwnbLO1timjsqo1_400	What does the man do 8 times ?	kick legs out	scratch face	drum	swing arms	wave shirt around	2	ACTION21630	95266
tumblr_nftonnPFD71r8da12o1_500	What does the horse do 4 times ?	step	touch hair	raise eyebrows	spin ball	fix hair	0	ACTION21631	95267
