gif_name	question	answer	vid_id	key
tumblr_nhk9cwsAfz1u7q3b6o1_250	How many times does the man with beard shake head ?	3	COUNT12852	53680
tumblr_n90x2fuBVp1skm6iho1_250	How many times does the man in white shirt wiggle head ?	3	COUNT12853	53681
tumblr_noo1xcIbuL1ttstb6o1_250	How many times does the girl press keys ?	9	COUNT12854	53682
tumblr_njuc62PKZA1s6zpepo1_250	How many times does the man step up wall ?	5	COUNT12855	53690
tumblr_njryqjHgVY1tgetb4o1_250	How many times does the finger tap puppy ?	5	COUNT12856	53699
tumblr_naig4xaQr41slj978o1_250	How many times does the bird poke the camera with his beak ?	10	COUNT12857	53710
tumblr_ndh9agvMj31u0v3ido1_250	How many times does the dog bite lettuce ?	2	COUNT12858	53714
tumblr_n9ultx7NB21t5ojzdo1_250	How many times does the woman stroke her hair ?	3	COUNT12859	53721
tumblr_n9aaqvF5FW1tf3phgo1_250	How many times does the person cover face with hand ?	2	COUNT12860	53736
tumblr_ndlpuiagb71tgetb4o1_250	How many times does the cat wag tail ?	3	COUNT12861	53741
tumblr_n9pcq0Zn211sw1b7so2_400	How many times does the man who hold a shovel lift dirt ?	2	COUNT12862	53755
tumblr_njzzciBFZO1u45smvo1_400	How many times does the man flail his arms ?	6	COUNT12863	53758
tumblr_nd9i35aHS11ssgyoro1_400	How many times does the girl rub lips together ?	4	COUNT12864	53759
tumblr_npugwi4n541qfozfoo1_500	How many times does the man type a writer ?	10	COUNT12865	53773
tumblr_norba1VSer1svos5ho1_500	How many times does the bird flap its wings ?	5	COUNT12866	53781
tumblr_nqesucOB2F1usf060o1_400	How many times does the woman turn her body holding a man's hand ?	2	COUNT12867	53782
tumblr_nflr557MJ41tdmzhao1_500	How many times does the man bob knees ?	2	COUNT12868	53786
tumblr_nkyh7qMWjN1u47sg6o1_250	How many times does the man with a red cap fall ?	2	COUNT12869	53789
tumblr_norbpuuzGX1uw9lnzo1_400	How many times does the puppy bite blanket ?	4	COUNT12870	53794
tumblr_npy7qnoWqs1ro2g14o1_400	How many times does the man hit face ?	4	COUNT12871	53799
tumblr_nagichuIGX1tvguuco1_250	How many times does the athlete dribble basketball ?	3	COUNT12872	53810
tumblr_nnmps2tz2S1s1p6dwo1_400	How many times does the man kick woman ?	2	COUNT12873	53812
tumblr_ngdkfoefmy1r89f9yo1_400	How many times does the man wave arm ?	3	COUNT12874	53823
tumblr_nb0js4qm211tf0f7oo1_400	How many times does the woman stroke boy's hair ?	3	COUNT12875	53829
tumblr_nh04cdAUje1sm9b1po2_400	How many times does the man in pink shirt bounce ?	9	COUNT12876	53839
tumblr_nb6c7qLM0a1ryuwvco1_400	How many times does the person pet lizard ?	2	COUNT12877	53840
tumblr_nl6t45sVBU1u84459o1_500	How many times does the man snap ?	3	COUNT12878	53841
tumblr_nddf0p1O6V1tliek2o1_400	How many times does the woman spin ?	2	COUNT12879	53847
tumblr_nnn4nnCdCF1uo6n5uo1_400	How many times does the man kiss woman ?	7	COUNT12880	53859
tumblr_nassvuBfpM1rxu54oo1_400	How many times does the person on the skateboard push ?	2	COUNT12881	53866
tumblr_nbvtvx1HeI1tlq7gio1_400	How many times does the man who wear a suit shake his hand ?	2	COUNT12882	53876
tumblr_nbxevwyaad1ro5xweo1_400	How many times does the person in the white shirt shrug his shoulders ?	4	COUNT12883	53884
tumblr_n9evp8TkYo1t1umdro1_400	How many times does the person close their mouth ?	2	COUNT12884	53885
tumblr_nko0nd6RXk1unfziyo1_400	How many times does the woman on front stomp feet ?	10	COUNT12885	53888
tumblr_natvavUmWQ1td0k3xo1_400	How many times does the woman spread legs ?	5	COUNT12886	53889
tumblr_ni3i8tz9Um1u6hv51o1_400	How many times does the woman in white dress clap hands ?	3	COUNT12887	53897
tumblr_noi7ktyvVJ1tpg4boo1_400	How many times does the person stoke right cat's head ?	4	COUNT12888	53898
tumblr_ngjh1dR9TV1s1j0kco1_400	How many times does the man dance swinging arms ?	3	COUNT12889	53924
tumblr_n97pt7Xc5i1thltnvo1_400	How many times does the person swing arms ?	4	COUNT12890	53926
tumblr_nd1bbrGqbD1tf5epfo1_400	How many times does the man rub computer ?	2	COUNT12891	53927
tumblr_nq1xvlntf51rrjua9o1_400	How many times does the man slide ?	2	COUNT12892	53932
tumblr_nogjfhLUGE1r8b0nbo1_400	How many times does the cat interrupt petting ?	2	COUNT12893	53934
tumblr_nq047cByKp1uy64sko1_400	How many times does the woman jump body ?	3	COUNT12894	53937
tumblr_n9rbgzcFRe1rs467vo1_400	How many times does the man catch a ball ?	2	COUNT12895	53938
tumblr_nmpzokI0TW1rrldglo1_400	How many times does the person step ?	6	COUNT12896	53941
tumblr_n9uejhWdOX1rd18ueo1_400	How many times does the woman take steps ?	3	COUNT12897	53942
tumblr_nkvmhzVH3e1qlwed1o1_400	How many times does the man point ?	2	COUNT12898	53945
tumblr_n9zu57mMW51t36lbdo1_400	How many times does the car open its trunk ?	2	COUNT12899	53950
tumblr_nqzb5zIyql1u76jino1_400	How many times does the person pet a cat ?	6	COUNT12900	53951
tumblr_nezenwPGuj1tw90pbo1_400	How many times does the man drink shots ?	5	COUNT12901	53956
tumblr_nq17llk2YT1uxdlnuo1_400	How many times does the man throw down other people ?	4	COUNT12902	53957
tumblr_nodz87B5Bj1tkvi54o1_400	How many times does the woman step ?	3	COUNT12903	53958
tumblr_np39hyAbKN1t95h1uo1_400	How many times does the dog kick legs ?	10	COUNT12904	53960
tumblr_no16zgrlE81sr8pwbo1_400	How many times does the man who wear a sun glass shake right arm ?	4	COUNT12905	53970
tumblr_nb9e1mMgzn1tkkgpso1_400	How many times does the woman bang head ?	3	COUNT12906	53974
tumblr_nody7m1T9P1s9sgjgo1_400	How many times does the man turn head ?	3	COUNT12907	53984
tumblr_nh1g92qo6W1rlf4tso1_400	How many times does the man turn body ?	3	COUNT12908	53986
tumblr_nf2rx1EAKa1u0cmzzo1_400	How many times does the man open mouth ?	3	COUNT12909	53996
tumblr_mqpiidz6y11rw7vuoo1_400	How many times does the woman shake hips ?	4	COUNT12910	54000
tumblr_nrcu9vTvIY1urpwqyo1_400	How many times does the man in middle clap ?	3	COUNT12911	54004
tumblr_ncsnq5cDkO1ris70bo1_400	How many times does the man scratch eyes ?	5	COUNT12912	54007
tumblr_nmz2k1jgSN1u7um2yo1_400	How many times does the man lift microphone ?	2	COUNT12913	54012
tumblr_nqzcz4oc5C1rkphoio1_400	How many times does the mermaid flick tail ?	2	COUNT12914	54017
tumblr_nnu2l65C861qeyljjo1_400	How many times does the woman do push ups ?	2	COUNT12915	54022
tumblr_ncy6ccNkI31r14f5po1_400	How many times does the woman wave ?	4	COUNT12916	54026
tumblr_niwa35CPED1sz068fo1_400	How many times does the goat wobble ?	4	COUNT12917	54027
tumblr_nq4hyrBvzk1tk2ngvo1_400	How many times does the cat lick water ?	5	COUNT12918	54036
tumblr_nkn6cr8jai1u7y8p9o1_400	How many times does the woman who is on the right bottom stretch her fingers ?	3	COUNT12919	54037
tumblr_no4ib7JbDM1slwrsuo1_400	How many times does the man dribble ball ?	2	COUNT12920	54041
tumblr_ndo1tbHEih1tehdato1_400	How many times does the man on left swing arm ?	2	COUNT12921	54042
tumblr_n9sg0xKNV91tihd4fo1_400	How many times does the man rock chair ?	4	COUNT12922	54043
tumblr_nojv18z9pL1uvk84so1_400	How many times does the man move feet ?	4	COUNT12923	54045
tumblr_nnn0jnzfKe1uusmx5o1_400	How many times does the woman spin hoop ?	10	COUNT12924	54046
tumblr_npxh304shP1tkev76o1_400	How many times does the woman jump ?	3	COUNT12925	54057
tumblr_npse2pIimv1tyncywo1_400	How many times does the cat jump ?	4	COUNT12926	54059
tumblr_noskiysHyo1uqzhnro1_400	How many times does the man rub hands ?	2	COUNT12927	54061
tumblr_ni0mw2iIwM1tjhld9o1_400	How many times does the person turn handle ?	5	COUNT12928	54063
tumblr_nhuidyk9Sh1tk2ibto1_400	How many times does the machine stir chocolate sauce ?	4	COUNT12929	54064
tumblr_nks2mkzkAV1s1zvf9o1_400	How many times does the man caress woman's face ?	2	COUNT12930	54065
tumblr_nb4567eiyR1tx8mn0o1_400	How many times does the car flip track ?	6	COUNT12931	54066
tumblr_noidh8DEz51u8khv2o1_400	How many times does the woman on center flip parking space ?	2	COUNT12932	54067
tumblr_nbp982EDzj1sk96t7o1_400	How many times does the man who wear a red clothe jump ?	3	COUNT12933	54074
tumblr_njsdc3zbIX1u1v0pco1_400	How many times does the person rock cookie sandwich ?	4	COUNT12934	54075
tumblr_nesajhToIo1u3qtqao1_400	How many times does the woman look over shoulder ?	2	COUNT12935	54076
tumblr_nkyje3wYjR1tm778fo1_400	How many times does the cat walk on a treadmill ?	7	COUNT12936	54077
tumblr_nk64jbcxYh1rylrwho1_400	How many times does the man rub head ?	2	COUNT12937	54080
tumblr_nkygm3HZTu1tmrlzco1_400	How many times does the animal step ?	10	COUNT12938	54093
tumblr_njf7q8KiW71sbzhteo1_400	How many times does the man shake head ?	9	COUNT12939	54094
tumblr_nr1pm59hQt1qzfsnio1_400	How many times does the man who wear an eagle head pump fists ?	6	COUNT12940	54095
tumblr_nhu6rsdwGo1tk27r2o1_400	How many times does the cat pull a number of books ?	4	COUNT12941	54104
tumblr_nkpx7e5dFZ1unj0eno1_400	How many times does the dog jump in snow ?	3	COUNT12942	54106
tumblr_nka1seb4XL1uooaaco1_400	How many times does the man walk ?	2	COUNT12943	54108
tumblr_nagvkcdvCx1stbq6wo1_400	How many times does the person fork their food ?	3	COUNT12944	54112
tumblr_njxnm7XADd1tke4yxo1_400	How many times does the dog stick out tongue ?	5	COUNT12945	54115
tumblr_nhu6x518YZ1tk27r2o1_400	How many times does the penguin waddle the ice ?	5	COUNT12946	54117
tumblr_n95fimrgTP1rarxxio1_400	How many times does the cat jump tub ?	4	COUNT12947	54126
tumblr_nfw10jRVt51slw55qo1_400	How many times does the man jump ?	3	COUNT12948	54133
tumblr_nju9ibDTtt1u3g519o1_400	How many times does the white cat strut ?	10	COUNT12949	54134
tumblr_na08559ZAg1s18hd1o1_400	How many times does the horse gallop ?	3	COUNT12950	54135
tumblr_njsa9wpbO41tko4yto1_1280	How many times does the man pull tie ?	2	COUNT12951	54136
tumblr_nowe03ycKj1tyncywo1_400	How many times does the tabby dog wag its tail ?	10	COUNT12952	54137
tumblr_ndrejtNzph1sspv6go1_500	How many times does the woman spin her body ?	10	COUNT12953	54143
tumblr_nkaqz0uUL61rebximo1_500	How many times does the man shake his arms ?	6	COUNT12954	54145
tumblr_nksrhmhB9G1qc6bito1_500	How many times does the man strum a guitar ?	10	COUNT12955	54155
tumblr_nnk8xylP9g1u5qahro1_1280	How many times does the kitten step forward ?	2	COUNT12956	54164
tumblr_no56kkVoOj1rw8793o1_400	How many times does the man throw books ?	2	COUNT12957	54165
tumblr_njz331hygX1tz9jaqo1_400	How many times does the man shake hands ?	3	COUNT12958	54166
tumblr_nqumc52Qye1r8241no1_1280	How many times does the man walk forward ?	6	COUNT12959	54167
tumblr_ncp8e8Bd8K1r1ajpzo1_400	How many times does the person twirl Rubin cube ?	2	COUNT12960	54168
tumblr_njrl5uChuy1ry501jo1_400	How many times does the man step ?	2	COUNT12961	54169
tumblr_nem2z1gbKq1qb8p4bo1_400	How many times does the man nod ?	2	COUNT12962	54173
tumblr_npdzy6W2yx1uvg3s7o1_400	How many times does the woman blink ?	2	COUNT12963	54182
tumblr_nh9h3dC7Wb1u6bdo9o1_400	How many times does the man thrust pelvic ?	3	COUNT12964	54185
tumblr_nfyjwf9UAO1u4lqc0o1_250	How many times does the dog hit owner ?	2	COUNT12965	54186
tumblr_na0xteG2yn1rs13bbo1_400	How many times does the batter fall to knee ?	3	COUNT12966	54188
tumblr_npdqnkpZJk1tac8myo1_400	How many times does the man swing object ?	3	COUNT12967	54189
tumblr_nbw13vZWvZ1tkslcoo1_400	How many times does the man with a blue shirt wave hand ?	2	COUNT12968	54190
tumblr_n94cb1ac3r1tgqu05o1_250	How many times does the man shake bottom ?	10	COUNT12969	54191
tumblr_n9dmwmxUIE1txx6j9o1_250	How many times does the girl shake finger ?	4	COUNT12970	54192
tumblr_nbw0ysW0Qp1tkslcoo1_400	How many times does the woman chew gum ?	3	COUNT12971	54198
tumblr_ngv0ky9Dsu1rtf7fuo1_400	How many times does the man shake his fists ?	3	COUNT12972	54200
tumblr_npqkkw0nBw1sht3fmo1_400	How many times does the woman make gestures ?	3	COUNT12973	54204
tumblr_nakbqyNSUd1sgwg9go1_400	How many times does the man pat man ?	2	COUNT12974	54205
tumblr_nhw3qk4zxn1tnqr4no1_500	How many times does the man bounce ?	4	COUNT12975	54211
tumblr_nnudfkXRO11stno63o1_400	How many times does the person run ?	5	COUNT12976	54213
tumblr_ngx5khSJ9C1tx14n9o1_400	How many times does the man punch ?	10	COUNT12977	54215
tumblr_n9vvr7otLm1rbrf4xo1_400	How many times does the person move backward ?	2	COUNT12978	54218
tumblr_nnjutqjGdF1us9xsso1_400	How many times does the person clap ?	4	COUNT12979	54220
tumblr_noij67d4Hx1qfozfoo1_500	How many times does the machine make ?	8	COUNT12980	54224
tumblr_np65lz840L1sl4c1to1_250	How many times does the woman wearing a red shirt clap ?	2	COUNT12981	54225
tumblr_npxo2p7MdH1u8s0o3o1_400	How many times does the man wave arm ?	4	COUNT12982	54233
tumblr_nnwecdmc6I1sht3fmo1_250	How many times does the animal bite food ?	6	COUNT12983	54251
tumblr_nek13wDn5W1ss1wywo1_500	How many times does the man in black leather jacket rub his stomach ?	2	COUNT12984	54263
tumblr_nrabboBVdv1uaxgkjo1_500	How many times does the man chew food ?	4	COUNT12985	54265
tumblr_ne7wq51Orv1rzmnfso1_500	How many times does the man with a blue clothe trip ?	2	COUNT12986	54271
tumblr_nmgbuzVulp1u3m9fwo1_500	How many times does the drummer bang drums ?	10	COUNT12987	54274
tumblr_nbhe1aw2m11tejdato1_500	How many times does the man swing his arms ?	2	COUNT12988	54278
tumblr_naq0hwM3SK1r8du0io1_500	How many times does the man with a blue shirt leap his body ?	3	COUNT12989	54279
tumblr_n9myrahBw91r0t5ako1_500	How many times does the woman sway her body ?	4	COUNT12990	54280
tumblr_nqjgs1w99l1uz81o5o1_500	How many times does the man lick lips ?	2	COUNT12991	54288
tumblr_np4g1ivqno1uu9wpdo1_500	How many times does the man blink eyes ?	2	COUNT12992	54290
tumblr_n8puj5xY8I1s5y3deo1_500	How many times does the man on left shimmy ?	3	COUNT12993	54291
tumblr_nbbz04k1hj1tykzato1_500	How many times does the woman hit drums ?	5	COUNT12994	54292
tumblr_nq7ok8MQGt1ur4ooso1_500	How many times does the character step forward ?	4	COUNT12995	54295
tumblr_ne43srnyhS1u2ocb7o1_400	How many times does the woman shake her shoulder to the left and right ?	2	COUNT12996	54296
tumblr_nom209XzHN1sfle3ro1_400	How many times does the girl cross legs ?	4	COUNT12997	54298
tumblr_nogywvJwQ51uqa177o1_400	How many times does the woman raise weights ?	2	COUNT12998	54301
tumblr_npwz7cUFgB1unyhx2o1_400	How many times does the person balance his bike ?	2	COUNT12999	54302
tumblr_nc0uiqZ0nZ1tkdetto1_400	How many times does the woman lefts legs ?	3	COUNT13000	54303
tumblr_ncf23oag4c1tkyb8wo1_400	How many times does the woman touch ground ?	2	COUNT13001	54317
tumblr_nont397bWp1uut3o4o1_500	How many times does the guy twist rag ?	3	COUNT13002	54322
tumblr_nnhj5a8mkn1rw9ny0o1_500	How many times does the guy blink his eyes ?	3	COUNT13003	54324
tumblr_ncm9pzM0Uv1rsj5iso1_500	How many times does the person fan hair ?	3	COUNT13004	54326
tumblr_nkoacbMN5I1un0bvgo1_400	How many times does the man flip woman ?	2	COUNT13005	54338
tumblr_ncm2hyVJVa1twoe5do1_400	How many times does the boy in black shake hip ?	6	COUNT13006	54340
tumblr_netxg6yKfc1tlbm9qo1_400	How many times does the woman wave hand ?	5	COUNT13007	54342
tumblr_nek73cMum61tlbm9qo1_400	How many times does the man in white lift leg ?	3	COUNT13008	54344
tumblr_n9uni74wJG1toyrjao1_400	How many times does the man twirl drum sticks ?	3	COUNT13009	54360
tumblr_ne3v43221k1tlbm9qo1_400	How many times do the guy with black shoes perform moonwalk ?	6	COUNT13010	54363
tumblr_no1parmqsg1tlt1bao1_400	How many times does the man shake his head ?	3	COUNT13011	54364
tumblr_npp5rq0vwp1u8j32oo1_400	How many times does the man in kayak paddle ?	5	COUNT13012	54374
tumblr_npqbs6JIfS1t95h1uo1_400	How many times does the puppy bite cage bar ?	2	COUNT13013	54375
tumblr_no423w4swO1rizambo1_400	How many times does the dog nip cat ?	3	COUNT13014	54383
tumblr_nc8yggSHY61s030hqo1_400	How many times does the man wave arms ?	4	COUNT13015	54384
tumblr_nbx1uehEXH1rhwk6lo1_1280	How many times does the purse spin ?	3	COUNT13016	54387
tumblr_ncptro9na31tlbm9qo1_400	How many times does the woman kick leg ?	3	COUNT13017	54389
tumblr_nbmb3rFY5X1rve8oto1_400	How many times does the man bring hand in front of face ?	9	COUNT13018	54392
tumblr_ndqwh4tngh1tlbm9qo1_400	How many times does the man shake hand ?	4	COUNT13019	54397
tumblr_nc0jcyJdPR1rwad3do1_400	How many times does the man in beanie beat drums ?	8	COUNT13020	54401
tumblr_na0vfgSAxR1tdjuqvo1_400	How many times does the power ranger flip ?	2	COUNT13021	54410
tumblr_nqetfgUpNd1qaqjuxo1_400	How many times does the man laugh ?	2	COUNT13022	54411
tumblr_nb88tyJVXB1rqu4yfo1_400	How many times does the man on center strum guitar ?	10	COUNT13023	54427
tumblr_n94ykbDhLY1rwiv0vo1_400	How many times does the bird jump ?	4	COUNT13024	54429
tumblr_nko38yTj0p1u5tusoo1_400	How many times does the man chew ?	4	COUNT13025	54430
tumblr_nofmsgDYs31tkqim0o1_400	How many times does the woman on front jog in place ?	7	COUNT13026	54441
tumblr_nghh2zxvIr1td8ijso1_400	How many times does the man flail his right arm ?	6	COUNT13027	54443
tumblr_n7fdr9f8kl1ser9i8o1_400	How many times does the man strum guitar ?	10	COUNT13028	54447
tumblr_nozf3m1Tg01uwcp6so1_400	How many times does the prince kiss ?	2	COUNT13029	54461
tumblr_neowywF9uf1rm2ljoo1_400	How many times does the man clap hands ?	10	COUNT13030	54464
tumblr_njs7xs8OvW1sbzhteo1_400	How many times does the man jump on rope ?	2	COUNT13031	54467
tumblr_novo6jm8mo1urnmyoo1_400	How many times does the man step backward ?	9	COUNT13032	54468
tumblr_nbrcgsz0PO1t1o9tno1_400	How many times does the man raise fists ?	3	COUNT13033	54469
tumblr_nfk4csift21td8ijso1_400	How many times does the man wiggle fingers ?	4	COUNT13034	54476
tumblr_no17do1jAj1uv64gqo1_400	How many times does the person in red shake vegetables ?	4	COUNT13035	54483
tumblr_njzrmgXCyd1spahflo1_400	How many times does the man pluck guitar string ?	10	COUNT13036	54488
tumblr_nn2l4jDmGt1sos5oco1_400	How many times does the woman step ?	7	COUNT13037	54499
tumblr_njrzy21JuH1tg4w9xo1_400	How many times does the man shake hands shaped like heart ?	4	COUNT13038	54501
tumblr_nnuul5aCgM1rpp7qpo1_400	How many times does the man strum his guitar ?	3	COUNT13039	54506
tumblr_nes4nhypOg1td8ijso1_400	How many times does the guy rock his body ?	4	COUNT13040	54509
tumblr_ngiopyjggg1t5nt97o1_400	How many times does the man raise his arms ?	2	COUNT13041	54511
tumblr_nfinxrtrmx1s9ys4ko1_400	How many times does the skateboard flip ?	2	COUNT13042	54516
tumblr_nph0rt9mk71utq42fo1_400	How many times does the woman in middle step ?	4	COUNT13043	54522
tumblr_ndyc0b1nUr1td8ijso1_400	How many times does the man circle hands ?	2	COUNT13044	54524
tumblr_nnxz5wrwU31u2o7xvo1_400	How many times does the man wag his finger ?	2	COUNT13045	54525
tumblr_nd6nyzDxuE1qzahxuo1_400	How many times does the man wave hand ?	2	COUNT13046	54533
tumblr_nozdnuhmYv1uwcp6so1_400	How many times does the man circle bodies ?	3	COUNT13047	54534
tumblr_ndi01z2VK61td8ijso1_400	How many times does the man in blue shirt shake fists ?	7	COUNT13048	54544
tumblr_nolojmhtzU1sqc2mro1_500	How many times do the person second to the left in green shorts nod ?	2	COUNT13049	54557
tumblr_npwlh0y6DO1uuxd1yo1_500	How many times does the man step ?	3	COUNT13050	54565
tumblr_npqmanoCB11uuxd1yo1_500	How many times does the man open mouth ?	2	COUNT13051	54568
tumblr_npwlg8FvEi1uuxd1yo1_500	How many times does the man lift sleeve up ?	2	COUNT13052	54569
tumblr_npqr24Cpdz1uuxd1yo1_500	How many times does the guy with black shirt tilt head ?	2	COUNT13053	54572
tumblr_npqnkepicX1uuxd1yo1_500	How many times does the man nod head ?	2	COUNT13054	54580
tumblr_nfhxv4Pfyo1tug0gzo1_1280	How many times does the man pump elbow ?	4	COUNT13055	54594
tumblr_na3s0qF82A1txchtio1_400	How many times does the man turn a bag of taco chips ?	2	COUNT13056	54600
tumblr_nbmoum0tAL1tdjuqvo1_250	How many times does the woman swing her hair ?	6	COUNT13057	54601
tumblr_nohvjzi07N1u1apkro1_400	How many times does the drummer hit a musical instrument ?	4	COUNT13058	54611
tumblr_nhm74nuvhI1tqraaso1_400	How many times does the young man move head ?	3	COUNT13059	54612
tumblr_ng2w7aMkLT1tf4d2so1_400	How many times does the woman touch a ball ?	2	COUNT13060	54615
tumblr_nntstlQYxH1rpaj1zo1_1280	How many times does the man bite pizza ?	2	COUNT13061	54619
tumblr_nb86bh0fqB1shn7p2o1_500	How many times does the woman spin ?	2	COUNT13062	54621
tumblr_npq87wavnW1un86uao1_400	How many times does the woman wave ?	2	COUNT13063	54628
tumblr_nh75eodml01tczeo1o1_400	How many times does the flight spin ?	2	COUNT13064	54629
tumblr_nnyyw0bLjv1usf060o1_500	How many times does the men throw a ball ?	2	COUNT13065	54633
tumblr_nhjxvfcndA1u4gp22o1_400	How many times does the woman shake hips ?	3	COUNT13066	54636
tumblr_nrimlu2e2b1ua1d3fo1_1280	How many times does the man open book ?	2	COUNT13067	54638
tumblr_np1q2qJCLF1qad070o1_1280	How many times does the man shake arms ?	3	COUNT13068	54645
tumblr_nc3eckoAg81tkdgd6o1_400	How many times does the woman bounce ?	3	COUNT13069	54647
tumblr_nfn6hrRgxl1sht3fmo1_400	How many times does the man blink his eyes ?	4	COUNT13070	54651
tumblr_noifqpDDIP1uvmypzo1_250	How many times does the man strum guitar ?	4	COUNT13071	54652
tumblr_ng13redXXc1segm74o1_400	How many times does the man wipe nose ?	2	COUNT13072	54659
tumblr_nhm73sh1vd1tqraaso1_400	How many times does the man chew food ?	2	COUNT13073	54672
tumblr_nofn0oxJDu1s0uaixo1_400	How many times does the woman shake fingers ?	4	COUNT13074	54677
tumblr_nrhrn8YrY91uzsdhio1_400	How many times does the man blink eyes ?	7	COUNT13075	54680
tumblr_nhxs5jLjFQ1u7y6ano1_400	How many times does the man move box ?	2	COUNT13076	54684
tumblr_nbxx66HuNv1tezaglo1_400	How many times does the woman wave her hand ?	3	COUNT13077	54685
tumblr_n8wgpnkZGL1tdjuqvo1_250	How many times does the man flip motorcycle ?	3	COUNT13078	54688
tumblr_nfx7ioGX8X1s57zi7o1_400	How many times does the doctor wave meat ?	3	COUNT13079	54693
tumblr_mnoqeeV9oJ1rk945xo1_250	How many times does the mascot shake head ?	7	COUNT13080	54697
tumblr_nbcyf63USe1sb1ljeo1_1280	How many times does the rabbit nibble strawberry ?	10	COUNT13081	54698
tumblr_nrgzawnKrn1uzsa19o1_500	How many times does the cat wave its paw ?	3	COUNT13082	54699
tumblr_nob8g6j9c01t7s4syo1_500	How many times do the hands press wall ?	10	COUNT13083	54700
tumblr_np65uoaINQ1uw2rayo1_500	How many times do the boys shake hands ?	8	COUNT13084	54703
tumblr_npw611XKRh1urql1qo1_500	How many times does the man hit the car handle with his hand ?	5	COUNT13085	54704
tumblr_nprzuaRGPX1t3km5mo1_500	How many times does the woman nod her head ?	3	COUNT13086	54705
tumblr_ndcmzxaV6B1u0gj0xo1_500	How many times does the woman move hands ?	3	COUNT13087	54726
tumblr_m5718hbPZE1rvhixgo1_500	How many times does the man blink eye ?	2	COUNT13088	54736
tumblr_np3asmYHlU1qz6c0so1_500	How many times does the woman punch arms forward ?	3	COUNT13089	54751
tumblr_njuj102r4l1u6j3d6o1_500	How many times does the girl sprinkle something on her head ?	6	COUNT13090	54752
tumblr_ngy4ndaLjO1s1iyd7o1_500	How many times does the man shake hand ?	2	COUNT13091	54753
tumblr_nr48i1X5Pv1t508pio1_500	How many times does the man chuckle ?	10	COUNT13092	54756
tumblr_nasxzkmfsg1twdqa4o1_500	How many times does the woman tap hand ?	3	COUNT13093	54759
tumblr_no3sm8OIVv1r6yfujo1_500	How many times does the group stomp feet ?	3	COUNT13094	54760
tumblr_no44juXu7s1utrbwwo1_500	How many times does the goat back up legs ?	2	COUNT13095	54766
tumblr_nityrnRoFC1t248ylo1_500	How many times does the woman wipe eyes ?	2	COUNT13096	54769
tumblr_np4gztuD1M1siha6co1_500	How many times does the woman whip her hair ?	3	COUNT13097	54772
tumblr_mox3dtAmK71spt7zlo1_500	How many times does the boy in blue swing his head ?	2	COUNT13098	54773
tumblr_n9c6hvSXA91tdjuqvo1_500	How many times does the woman open a man's shirt ?	2	COUNT13099	54780
tumblr_n9139nrwNC1th8gzmo1_500	How many times does the person in black jacket move head ?	3	COUNT13100	54784
tumblr_nad31sX7m51tbcrm5o1_500	How many times does the rabbit chew food ?	10	COUNT13101	54802
tumblr_n956fncS381rkknzjo1_500	How many times does the man turn his head ?	3	COUNT13102	54803
tumblr_nqk36282vl1rp44xno1_500	How many times does the skateboarder jump ?	2	COUNT13103	54815
tumblr_nkb7caAVot1un6zf7o1_500	How many times does the man bounce ?	3	COUNT13104	54824
tumblr_ll0e2hDOmz1qdoa6uo1_500	How many times does the actor nod head ?	3	COUNT13105	54827
tumblr_nknbxo8i6v1u9aafho1_500	How many times does the woman blink ?	2	COUNT13106	54835
tumblr_mgzqpifxai1qf3y1ao1_500	How many times does the man rub nose ?	2	COUNT13107	54841
tumblr_npfsx2KCpN1u71eyco1_500	How many times does the man rub ear ?	2	COUNT13108	54842
tumblr_ly7diufQKS1qcwph1o1_500	How many times does the woman bounce ?	3	COUNT13109	54845
tumblr_nl16t6Re5g1qd4dijo1_500	How many times does the man move bubbles on right hand ?	3	COUNT13110	54850
tumblr_lq0hitcffG1qa7tfso1_500	How many times does the young man blink ?	2	COUNT13111	54851
tumblr_npowuvLxUI1tpxuiio1_500	How many times does the man with white sweater wave sparkler ?	4	COUNT13112	54856
tumblr_nfxt39UZJi1u0s9nbo1_500	How many times does the woman jump ?	2	COUNT13113	54875
tumblr_nccxx1ZqO91qe7m0jo1_500	How many times does the man step ?	5	COUNT13114	54877
tumblr_nf3bfcpd9m1tbeohdo1_500	How many times does the woman in yellow bounce her body ?	5	COUNT13115	54879
tumblr_ne031fUbsX1shaydvo1_r1_500	How many times does the man gesture hand ?	3	COUNT13116	54882
tumblr_noo085f0EL1roxgdmo1_500	How many times does the blue shirt person foreground jump ?	4	COUNT13117	54889
tumblr_nco13mJF3F1rr39bfo1_500	How many times does the man wave his hand ?	3	COUNT13118	54905
tumblr_n8qa9jNj801s0l8k0o1_500	How many times does the man step ?	10	COUNT13119	54906
tumblr_nkyzz1nGe71qiwt0do1_500	How many times does the woman sway ?	2	COUNT13120	54912
tumblr_nki8lc6sRX1s99c4lo1_500	How many times does the woman tilt head ?	2	COUNT13121	54917
tumblr_nheij0lIxB1u0lp8bo1_500	How many times does the woman bounce her body ?	2	COUNT13122	54918
tumblr_niscqtCu861rfwaobo1_500	How many times does the man with a purple shirt touch ball ?	2	COUNT13123	54919
tumblr_n9zxu0By4F1slmv53o1_500	How many times does the man shake head ?	8	COUNT13124	54951
